,train,val,test
399,IC-EN-00837-01,IC-EN-02555-01,IC-EN-01406-01
400,IC-EN-00838-01,IC-EN-02559-01,IC-EN-01407-01
401,IC-EN-00839-01,IC-EN-02561-01,IC-EN-01409-01
402,IC-EN-00841-01,IC-EN-02584-01,IC-EN-01412-01
403,IC-EN-00847-01,IC-EN-02590-01,IC-EN-01413-01
404,IC-EN-00848-01,IC-EN-02593-01,IC-EN-01414-01
405,IC-EN-00849-01,IC-EN-02595-01,IC-EN-01419-01
406,IC-EN-00850-01,IC-EN-02598-01,IC-EN-01421-01
407,IC-EN-00853-01,IC-EN-02600-01,IC-EN-01422-01
408,IC-EN-00855-01,IC-EN-02601-01,IC-EN-01428-01
409,IC-EN-00858-01,IC-EN-02612-01,IC-EN-01433-01
410,IC-EN-00859-01,IC-EN-02615-01,IC-EN-01444-01
411,IC-EN-00861-01,IC-EN-02618-01,IC-EN-01445-01
412,IC-EN-00862-01,IC-EN-02623-01,IC-EN-01448-01
413,IC-EN-00866-01,IC-EN-02646-01,IC-EN-01452-01
414,IC-EN-00869-01,IC-EN-02667-01,IC-EN-01457-01
415,IC-EN-00876-01,IC-EN-02676-01,IC-EN-01461-01
416,IC-EN-00878-01,IC-EN-02686-01,IC-EN-01463-01
417,IC-EN-00882-01,IC-EN-02688-01,IC-EN-01465-01
418,IC-EN-00884-01,IC-EN-02694-01,IC-EN-01479-01
419,IC-EN-00887-01,IC-EN-02701-01,IC-EN-01492-01
420,IC-EN-00888-01,IC-EN-02702-01,IC-EN-01494-01
421,IC-EN-00889-01,IC-EN-02704-01,IC-EN-01497-01
422,IC-EN-00891-01,IC-EN-02727-01,IC-EN-01510-01
423,IC-EN-00892-01,IC-EN-02751-01,IC-EN-01511-01
424,IC-EN-00894-01,IC-EN-02757-01,IC-EN-01516-01
425,IC-EN-00895-01,IC-EN-02764-01,IC-EN-01518-01
426,IC-EN-00897-01,IC-EN-02767-01,IC-EN-01520-01
427,IC-EN-00898-01,IC-EN-02774-01,IC-EN-01521-01
428,IC-EN-00900-01,IC-EN-02784-01,IC-EN-01529-01
429,IC-EN-00901-01,IC-EN-02803-01,IC-EN-01530-01
430,IC-EN-00902-01,IC-EN-02809-01,IC-EN-01536-01
431,IC-EN-00903-01,IC-EN-02818-01,IC-EN-01541-01
432,IC-EN-00905-01,IC-EN-02827-01,IC-EN-01543-01
433,IC-EN-00907-01,IC-EN-02842-01,IC-EN-01545-01
434,IC-EN-00908-01,IC-EN-02852-01,IC-EN-01546-01
435,IC-EN-00911-01,IC-EN-02853-01,IC-EN-01551-01
436,IC-EN-00912-01,IC-EN-02858-01,IC-EN-01553-01
437,IC-EN-00913-01,IC-EN-02867-01,IC-EN-01562-01
438,IC-EN-00917-01,IC-EN-02873-01,IC-EN-01565-01
439,IC-EN-00926-01,IC-EN-02876-01,IC-EN-01568-01
440,IC-EN-00928-01,IC-EN-02880-01,IC-EN-01569-01
441,IC-EN-00933-01,IC-EN-02884-01,IC-EN-01573-01
442,IC-EN-00934-01,IC-EN-02894-01,IC-EN-01574-01
443,IC-EN-00935-01,IC-EN-02901-01,IC-EN-01575-01
444,IC-EN-00936-01,IC-EN-02910-01,IC-EN-01577-01
445,IC-EN-00941-01,IC-EN-02915-01,IC-EN-01578-01
446,IC-EN-00943-01,IC-EN-02923-01,IC-EN-01580-01
447,IC-EN-00945-01,IC-EN-02926-01,IC-EN-01581-01
448,IC-EN-00951-01,IC-EN-02927-01,IC-EN-01587-01
449,IC-EN-00952-01,IC-EN-02940-01,IC-EN-01588-01
450,IC-EN-00954-01,IC-EN-02948-01,IC-EN-01593-01
451,IC-EN-00956-01,IC-EN-02951-01,IC-EN-01597-01
452,IC-EN-00962-01,IC-EN-02957-01,IC-EN-01602-01
453,IC-EN-00963-01,IC-EN-02959-01,IC-EN-01604-01
454,IC-EN-00964-01,IC-EN-02961-01,IC-EN-01608-01
455,IC-EN-00965-01,IC-EN-02968-01,IC-EN-01609-01
456,IC-EN-00968-01,IC-EN-02969-01,IC-EN-01615-01
457,IC-EN-00969-01,IC-EN-02973-01,IC-EN-01617-01
458,IC-EN-00971-01,IC-EN-02975-01,IC-EN-01619-01
459,IC-EN-00972-01,IC-EN-02989-01,IC-EN-01620-01
460,IC-EN-00980-01,IC-EN-02990-01,IC-EN-01627-01
461,IC-EN-00981-01,IC-EN-02991-01,IC-EN-01628-01
462,IC-EN-00982-01,IC-EN-02994-01,IC-EN-01630-01
463,IC-EN-00984-01,IC-EN-03002-01,IC-EN-01634-01
464,IC-EN-00985-01,IC-EN-03008-01,IC-EN-01642-01
465,IC-EN-00986-01,IC-EN-03020-01,IC-EN-01643-01
466,IC-EN-00991-01,IC-EN-03037-01,IC-EN-01648-01
467,IC-EN-00992-01,IC-EN-03038-01,IC-EN-01649-01
468,IC-EN-00993-01,IC-EN-03043-01,IC-EN-01655-01
469,IC-EN-00995-01,IC-EN-03054-01,IC-EN-01660-01
470,IC-EN-00996-01,IC-EN-03055-01,IC-EN-01661-01
471,IC-EN-00997-01,IC-EN-03058-01,IC-EN-01662-01
472,IC-EN-00998-01,IC-EN-03061-01,IC-EN-01664-01
473,IC-EN-00999-01,IC-EN-03074-01,IC-EN-01667-01
474,IC-EN-01008-01,IC-EN-03086-01,IC-EN-01668-01
475,IC-EN-01012-01,IC-EN-03087-01,IC-EN-01675-01
476,IC-EN-01016-01,IC-EN-03089-01,IC-EN-01680-01
477,IC-EN-01017-01,IC-EN-03097-01,IC-EN-01687-01
478,IC-EN-01018-01,IC-EN-03118-01,IC-EN-01692-01
479,IC-EN-01019-01,IC-EN-03129-01,IC-EN-01700-01
480,IC-EN-01020-01,IC-EN-03133-01,IC-EN-01701-01
481,IC-EN-01024-01,IC-EN-03139-01,IC-EN-01702-01
482,IC-EN-01029-01,IC-EN-03150-01,IC-EN-01708-01
483,IC-EN-01030-01,IC-EN-03152-01,IC-EN-01710-01
484,IC-EN-01031-01,IC-EN-03153-01,IC-EN-01714-01
485,IC-EN-01034-01,IC-EN-03156-01,IC-EN-01720-01
486,IC-EN-01035-01,IC-EN-03167-01,IC-EN-01724-01
487,IC-EN-01038-01,IC-EN-03174-01,IC-EN-01736-01
488,IC-EN-01041-01,IC-EN-03175-01,IC-EN-01740-01
489,IC-EN-01044-01,IC-EN-03186-01,IC-EN-01742-01
490,IC-EN-01046-01,IC-EN-03188-01,IC-EN-01743-01
491,IC-EN-01047-01,IC-EN-03194-01,IC-EN-01745-01
492,IC-EN-01049-01,IC-EN-03202-01,IC-EN-01746-01
493,IC-EN-01051-01,IC-EN-03205-01,IC-EN-01747-01
494,IC-EN-01052-01,IC-EN-03212-01,IC-EN-01753-01
495,IC-EN-01053-01,IC-EN-03215-01,IC-EN-01759-01
496,IC-EN-01054-01,IC-EN-03216-01,IC-EN-01760-01
497,IC-EN-01056-01,IC-EN-03218-01,IC-EN-01761-01
498,IC-EN-01057-01,IC-EN-03224-01,IC-EN-01767-01
499,IC-EN-01062-01,,IC-EN-01769-01
500,IC-EN-01063-01,,IC-EN-01773-01
501,IC-EN-01065-01,,IC-EN-01774-01
502,IC-EN-01068-01,,IC-EN-01775-01
503,IC-EN-01069-01,,IC-EN-01776-01
504,IC-EN-01070-01,,IC-EN-01781-01
505,IC-EN-01071-01,,IC-EN-01782-01
506,IC-EN-01073-01,,IC-EN-01790-01
507,IC-EN-01075-01,,IC-EN-01791-01
508,IC-EN-01077-01,,IC-EN-01794-01
509,IC-EN-01078-01,,IC-EN-01797-01
510,IC-EN-01079-01,,IC-EN-01800-01
511,IC-EN-01083-01,,IC-EN-01801-01
512,IC-EN-01084-01,,IC-EN-01807-01
513,IC-EN-01085-01,,IC-EN-01813-01
514,IC-EN-01087-01,,IC-EN-01814-01
515,IC-EN-01093-01,,IC-EN-01815-01
516,IC-EN-01096-01,,IC-EN-01816-01
517,IC-EN-01097-01,,IC-EN-01819-01
518,IC-EN-01098-01,,IC-EN-01824-01
519,IC-EN-01101-01,,IC-EN-01825-01
520,IC-EN-01102-01,,IC-EN-01826-01
521,IC-EN-01104-01,,IC-EN-01832-01
522,IC-EN-01105-01,,IC-EN-01833-01
523,IC-EN-01107-01,,IC-EN-01836-01
524,IC-EN-01109-01,,IC-EN-01840-01
525,IC-EN-01110-01,,IC-EN-01845-01
526,IC-EN-01115-01,,IC-EN-01850-01
527,IC-EN-01116-01,,IC-EN-01852-01
528,IC-EN-01118-01,,IC-EN-01854-01
529,IC-EN-01121-01,,IC-EN-01866-01
530,IC-EN-01123-01,,IC-EN-01868-01
531,IC-EN-01124-01,,IC-EN-01873-01
532,IC-EN-01127-01,,IC-EN-01874-01
533,IC-EN-01130-01,,IC-EN-01876-01
534,IC-EN-01134-01,,IC-EN-01885-01
535,IC-EN-01136-01,,IC-EN-01890-01
536,IC-EN-01141-01,,IC-EN-01893-01
537,IC-EN-01143-01,,IC-EN-01898-01
538,IC-EN-01144-01,,IC-EN-01902-01
539,IC-EN-01145-01,,IC-EN-01903-01
540,IC-EN-01151-01,,IC-EN-01911-01
541,IC-EN-01155-01,,IC-EN-01922-01
542,IC-EN-01156-01,,IC-EN-01923-01
543,IC-EN-01162-01,,IC-EN-01924-01
544,IC-EN-01165-01,,IC-EN-01926-01
545,IC-EN-01170-01,,IC-EN-01935-01
546,IC-EN-01171-01,,IC-EN-01938-01
547,IC-EN-01172-01,,IC-EN-01940-01
548,IC-EN-01173-01,,IC-EN-01941-01
549,IC-EN-01174-01,,IC-EN-01942-01
550,IC-EN-01175-01,,IC-EN-01945-01
551,IC-EN-01180-01,,IC-EN-01946-01
552,IC-EN-01181-01,,IC-EN-01951-01
553,IC-EN-01182-01,,IC-EN-01955-01
554,IC-EN-01187-01,,IC-EN-01958-01
555,IC-EN-01190-01,,IC-EN-01965-01
556,IC-EN-01194-01,,IC-EN-01967-01
557,IC-EN-01205-01,,IC-EN-01971-01
558,IC-EN-01206-01,,IC-EN-01973-01
559,IC-EN-01210-01,,IC-EN-01978-01
560,IC-EN-01212-01,,IC-EN-01980-01
561,IC-EN-01213-01,,IC-EN-01990-01
562,IC-EN-01215-01,,IC-EN-01994-01
563,IC-EN-01217-01,,IC-EN-01998-01
564,IC-EN-01219-01,,IC-EN-02001-01
565,IC-EN-01221-01,,IC-EN-02007-01
566,IC-EN-01222-01,,IC-EN-02009-01
567,IC-EN-01230-01,,IC-EN-02010-01
568,IC-EN-01231-01,,IC-EN-02013-01
569,IC-EN-01233-01,,IC-EN-02018-01
570,IC-EN-01234-01,,IC-EN-02021-01
571,IC-EN-01236-01,,IC-EN-02028-01
572,IC-EN-01237-01,,IC-EN-02033-01
573,IC-EN-01239-01,,IC-EN-02035-01
574,IC-EN-01244-01,,IC-EN-02037-01
575,IC-EN-01248-01,,IC-EN-02039-01
576,IC-EN-01251-01,,IC-EN-02041-01
577,IC-EN-01252-01,,IC-EN-02045-01
578,IC-EN-01254-01,,IC-EN-02046-01
579,IC-EN-01255-01,,IC-EN-02049-01
580,IC-EN-01257-01,,IC-EN-02050-01
581,IC-EN-01258-01,,IC-EN-02052-01
582,IC-EN-01260-01,,IC-EN-02054-01
583,IC-EN-01261-01,,IC-EN-02059-01
584,IC-EN-01262-01,,IC-EN-02062-01
585,IC-EN-01263-01,,IC-EN-02064-01
586,IC-EN-01264-01,,IC-EN-02066-01
587,IC-EN-01268-01,,IC-EN-02068-01
588,IC-EN-01276-01,,IC-EN-02076-01
589,IC-EN-01281-01,,IC-EN-02084-01
590,IC-EN-01282-01,,IC-EN-02087-01
591,IC-EN-01283-01,,IC-EN-02093-01
592,IC-EN-01285-01,,IC-EN-02095-01
593,IC-EN-01288-01,,IC-EN-02098-01
594,IC-EN-01290-01,,IC-EN-02100-01
595,IC-EN-01292-01,,IC-EN-02101-01
596,IC-EN-01293-01,,IC-EN-02108-01
597,IC-EN-01297-01,,IC-EN-02109-01
598,IC-EN-01298-01,,IC-EN-02116-01
599,IC-EN-01301-01,,IC-EN-02120-01
600,IC-EN-01302-01,,IC-EN-02127-01
601,IC-EN-01303-01,,IC-EN-02133-01
602,IC-EN-01309-01,,IC-EN-02135-01
603,IC-EN-01310-01,,IC-EN-02140-01
604,IC-EN-01311-01,,IC-EN-02143-01
605,IC-EN-01315-01,,IC-EN-02148-01
606,IC-EN-01322-01,,IC-EN-02149-01
607,IC-EN-01324-01,,IC-EN-02153-01
608,IC-EN-01327-01,,IC-EN-02155-01
609,IC-EN-01329-01,,IC-EN-02156-01
610,IC-EN-01330-01,,IC-EN-02157-01
611,IC-EN-01332-01,,IC-EN-02158-01
612,IC-EN-01335-01,,IC-EN-02162-01
613,IC-EN-01339-01,,IC-EN-02169-01
614,IC-EN-01340-01,,IC-EN-02172-01
615,IC-EN-01341-01,,IC-EN-02176-01
616,IC-EN-01342-01,,IC-EN-02179-01
617,IC-EN-01343-01,,IC-EN-02181-01
618,IC-EN-01346-01,,IC-EN-02184-01
619,IC-EN-01347-01,,IC-EN-02197-01
620,IC-EN-01348-01,,IC-EN-02199-01
621,IC-EN-01349-01,,IC-EN-02201-01
622,IC-EN-01350-01,,IC-EN-02203-01
623,IC-EN-01352-01,,IC-EN-02205-01
624,IC-EN-01353-01,,IC-EN-02206-01
625,IC-EN-01357-01,,IC-EN-02210-01
626,IC-EN-01358-01,,IC-EN-02215-01
627,IC-EN-01360-01,,IC-EN-02216-01
628,IC-EN-01361-01,,IC-EN-02218-01
629,IC-EN-01362-01,,IC-EN-02220-01
630,IC-EN-01365-01,,IC-EN-02226-01
631,IC-EN-01366-01,,IC-EN-02227-01
632,IC-EN-01368-01,,IC-EN-02236-01
633,IC-EN-01372-01,,IC-EN-02237-01
634,IC-EN-01374-01,,IC-EN-02238-01
635,IC-EN-01375-01,,IC-EN-02241-01
636,IC-EN-01376-01,,IC-EN-02244-01
637,IC-EN-01378-01,,IC-EN-02247-01
638,IC-EN-01381-01,,IC-EN-02249-01
639,IC-EN-01383-01,,IC-EN-02250-01
640,IC-EN-01385-01,,IC-EN-02253-01
641,IC-EN-01387-01,,IC-EN-02255-01
642,IC-EN-01388-01,,IC-EN-02256-01
643,IC-EN-01391-01,,IC-EN-02258-01
644,IC-EN-01393-01,,IC-EN-02266-01
645,IC-EN-01402-01,,IC-EN-02267-01
646,IC-EN-01403-01,,IC-EN-02269-01
647,IC-EN-01404-01,,IC-EN-02279-01
648,IC-EN-01408-01,,IC-EN-02282-01
649,IC-EN-01410-01,,IC-EN-02287-01
650,IC-EN-01415-01,,IC-EN-02289-01
651,IC-EN-01417-01,,IC-EN-02291-01
652,IC-EN-01418-01,,IC-EN-02292-01
653,IC-EN-01420-01,,IC-EN-02294-01
654,IC-EN-01424-01,,IC-EN-02295-01
655,IC-EN-01426-01,,IC-EN-02299-01
656,IC-EN-01427-01,,IC-EN-02303-01
657,IC-EN-01429-01,,IC-EN-02305-01
658,IC-EN-01430-01,,IC-EN-02307-01
659,IC-EN-01431-01,,IC-EN-02311-01
660,IC-EN-01432-01,,IC-EN-02317-01
661,IC-EN-01434-01,,IC-EN-02322-01
662,IC-EN-01435-01,,IC-EN-02329-01
663,IC-EN-01437-01,,IC-EN-02330-01
664,IC-EN-01438-01,,IC-EN-02334-01
665,IC-EN-01439-01,,IC-EN-02345-01
666,IC-EN-01441-01,,IC-EN-02346-01
667,IC-EN-01442-01,,IC-EN-02347-01
668,IC-EN-01443-01,,IC-EN-02349-01
669,IC-EN-01447-01,,IC-EN-02351-01
670,IC-EN-01449-01,,IC-EN-02354-01
671,IC-EN-01450-01,,IC-EN-02355-01
672,IC-EN-01455-01,,IC-EN-02357-01
673,IC-EN-01456-01,,IC-EN-02358-01
674,IC-EN-01458-01,,IC-EN-02359-01
675,IC-EN-01459-01,,IC-EN-02367-01
676,IC-EN-01462-01,,IC-EN-02375-01
677,IC-EN-01467-01,,IC-EN-02376-01
678,IC-EN-01468-01,,IC-EN-02377-01
679,IC-EN-01471-01,,IC-EN-02380-01
680,IC-EN-01473-01,,IC-EN-02382-01
681,IC-EN-01475-01,,IC-EN-02390-01
682,IC-EN-01477-01,,IC-EN-02392-01
683,IC-EN-01478-01,,IC-EN-02394-01
684,IC-EN-01480-01,,IC-EN-02396-01
685,IC-EN-01481-01,,IC-EN-02397-01
686,IC-EN-01482-01,,IC-EN-02404-01
687,IC-EN-01483-01,,IC-EN-02405-01
688,IC-EN-01484-01,,IC-EN-02410-01
689,IC-EN-01485-01,,IC-EN-02412-01
690,IC-EN-01486-01,,IC-EN-02413-01
691,IC-EN-01487-01,,IC-EN-02417-01
692,IC-EN-01488-01,,IC-EN-02418-01
693,IC-EN-01491-01,,IC-EN-02421-01
694,IC-EN-01493-01,,IC-EN-02423-01
695,IC-EN-01495-01,,IC-EN-02432-01
696,IC-EN-01499-01,,IC-EN-02435-01
697,IC-EN-01503-01,,IC-EN-02438-01
698,IC-EN-01506-01,,IC-EN-02449-01
699,IC-EN-01508-01,,IC-EN-02450-01
700,IC-EN-01509-01,,IC-EN-02451-01
701,IC-EN-01514-01,,IC-EN-02452-01
702,IC-EN-01515-01,,IC-EN-02457-01
703,IC-EN-01517-01,,IC-EN-02459-01
704,IC-EN-01519-01,,IC-EN-02461-01
705,IC-EN-01523-01,,IC-EN-02465-01
706,IC-EN-01525-01,,IC-EN-02468-01
707,IC-EN-01526-01,,IC-EN-02470-01
708,IC-EN-01528-01,,IC-EN-02478-01
709,IC-EN-01531-01,,IC-EN-02485-01
710,IC-EN-01534-01,,IC-EN-02489-01
711,IC-EN-01535-01,,IC-EN-02492-01
712,IC-EN-01537-01,,IC-EN-02495-01
713,IC-EN-01539-01,,IC-EN-02496-01
714,IC-EN-01540-01,,IC-EN-02497-01
715,IC-EN-01544-01,,IC-EN-02498-01
716,IC-EN-01550-01,,IC-EN-02503-01
717,IC-EN-01555-01,,IC-EN-02505-01
718,IC-EN-01556-01,,IC-EN-02506-01
719,IC-EN-01557-01,,IC-EN-02507-01
720,IC-EN-01558-01,,IC-EN-02510-01
721,IC-EN-01559-01,,IC-EN-02511-01
722,IC-EN-01561-01,,IC-EN-02513-01
723,IC-EN-01564-01,,IC-EN-02530-01
724,IC-EN-01572-01,,IC-EN-02533-01
725,IC-EN-01576-01,,IC-EN-02535-01
726,IC-EN-01583-01,,IC-EN-02540-01
727,IC-EN-01584-01,,IC-EN-02551-01
728,IC-EN-01585-01,,IC-EN-02553-01
729,IC-EN-01590-01,,IC-EN-02557-01
730,IC-EN-01591-01,,IC-EN-02558-01
731,IC-EN-01592-01,,IC-EN-02562-01
732,IC-EN-01594-01,,IC-EN-02567-01
733,IC-EN-01596-01,,IC-EN-02569-01
734,IC-EN-01605-01,,IC-EN-02571-01
735,IC-EN-01607-01,,IC-EN-02575-01
736,IC-EN-01612-01,,IC-EN-02576-01
737,IC-EN-01613-01,,IC-EN-02581-01
738,IC-EN-01614-01,,IC-EN-02583-01
739,IC-EN-01618-01,,IC-EN-02587-01
740,IC-EN-01621-01,,IC-EN-02592-01
741,IC-EN-01622-01,,IC-EN-02604-01
742,IC-EN-01623-01,,IC-EN-02605-01
743,IC-EN-01633-01,,IC-EN-02609-01
744,IC-EN-01635-01,,IC-EN-02619-01
745,IC-EN-01636-01,,IC-EN-02622-01
746,IC-EN-01637-01,,IC-EN-02630-01
747,IC-EN-01638-01,,IC-EN-02632-01
748,IC-EN-01639-01,,IC-EN-02634-01
749,IC-EN-01640-01,,IC-EN-02636-01
750,IC-EN-01644-01,,IC-EN-02638-01
751,IC-EN-01645-01,,IC-EN-02641-01
752,IC-EN-01646-01,,IC-EN-02642-01
753,IC-EN-01650-01,,IC-EN-02653-01
754,IC-EN-01653-01,,IC-EN-02657-01
755,IC-EN-01656-01,,IC-EN-02662-01
756,IC-EN-01657-01,,IC-EN-02664-01
757,IC-EN-01658-01,,IC-EN-02665-01
758,IC-EN-01659-01,,IC-EN-02672-01
759,IC-EN-01663-01,,IC-EN-02673-01
760,IC-EN-01665-01,,IC-EN-02675-01
761,IC-EN-01666-01,,IC-EN-02677-01
762,IC-EN-01669-01,,IC-EN-02678-01
763,IC-EN-01670-01,,IC-EN-02679-01
764,IC-EN-01673-01,,IC-EN-02684-01
765,IC-EN-01674-01,,IC-EN-02687-01
766,IC-EN-01676-01,,IC-EN-02691-01
767,IC-EN-01677-01,,IC-EN-02696-01
768,IC-EN-01679-01,,IC-EN-02710-01
769,IC-EN-01681-01,,IC-EN-02712-01
770,IC-EN-01682-01,,IC-EN-02713-01
771,IC-EN-01685-01,,IC-EN-02715-01
772,IC-EN-01689-01,,IC-EN-02720-01
773,IC-EN-01690-01,,IC-EN-02724-01
774,IC-EN-01691-01,,IC-EN-02725-01
775,IC-EN-01693-01,,IC-EN-02728-01
776,IC-EN-01694-01,,IC-EN-02732-01
777,IC-EN-01695-01,,IC-EN-02733-01
778,IC-EN-01697-01,,IC-EN-02736-01
779,IC-EN-01699-01,,IC-EN-02737-01
780,IC-EN-01705-01,,IC-EN-02743-01
781,IC-EN-01706-01,,IC-EN-02747-01
782,IC-EN-01709-01,,IC-EN-02748-01
783,IC-EN-01711-01,,IC-EN-02749-01
784,IC-EN-01716-01,,IC-EN-02750-01
785,IC-EN-01717-01,,IC-EN-02758-01
786,IC-EN-01718-01,,IC-EN-02760-01
787,IC-EN-01719-01,,IC-EN-02762-01
788,IC-EN-01721-01,,IC-EN-02772-01
789,IC-EN-01723-01,,IC-EN-02776-01
790,IC-EN-01725-01,,IC-EN-02779-01
791,IC-EN-01726-01,,IC-EN-02780-01
792,IC-EN-01727-01,,IC-EN-02790-01
793,IC-EN-01730-01,,IC-EN-02793-01
794,IC-EN-01732-01,,IC-EN-02794-01
795,IC-EN-01733-01,,IC-EN-02804-01
796,IC-EN-01735-01,,IC-EN-02806-01
797,IC-EN-01737-01,,IC-EN-02815-01
798,IC-EN-01738-01,,IC-EN-02816-01
799,IC-EN-01739-01,,IC-EN-02817-01
800,IC-EN-01744-01,,IC-EN-02819-01
801,IC-EN-01750-01,,IC-EN-02820-01
802,IC-EN-01751-01,,IC-EN-02821-01
803,IC-EN-01752-01,,IC-EN-02822-01
804,IC-EN-01754-01,,IC-EN-02823-01
805,IC-EN-01755-01,,IC-EN-02830-01
806,IC-EN-01757-01,,IC-EN-02832-01
807,IC-EN-01758-01,,IC-EN-02838-01
808,IC-EN-01763-01,,IC-EN-02850-01
809,IC-EN-01766-01,,IC-EN-02851-01
810,IC-EN-01768-01,,IC-EN-02854-01
811,IC-EN-01772-01,,IC-EN-02855-01
812,IC-EN-01777-01,,IC-EN-02861-01
813,IC-EN-01779-01,,IC-EN-02863-01
814,IC-EN-01780-01,,IC-EN-02866-01
815,IC-EN-01786-01,,IC-EN-02868-01
816,IC-EN-01787-01,,IC-EN-02870-01
817,IC-EN-01788-01,,IC-EN-02872-01
818,IC-EN-01789-01,,IC-EN-02874-01
819,IC-EN-01792-01,,IC-EN-02879-01
820,IC-EN-01796-01,,IC-EN-02881-01
821,IC-EN-01802-01,,IC-EN-02886-01
822,IC-EN-01804-01,,IC-EN-02887-01
823,IC-EN-01806-01,,IC-EN-02890-01
824,IC-EN-01808-01,,IC-EN-02891-01
825,IC-EN-01809-01,,IC-EN-02893-01
826,IC-EN-01810-01,,IC-EN-02897-01
827,IC-EN-01811-01,,IC-EN-02898-01
828,IC-EN-01812-01,,IC-EN-02899-01
829,IC-EN-01817-01,,IC-EN-02909-01
830,IC-EN-01818-01,,IC-EN-02912-01
831,IC-EN-01820-01,,IC-EN-02921-01
832,IC-EN-01821-01,,IC-EN-02922-01
833,IC-EN-01822-01,,IC-EN-02925-01
834,IC-EN-01823-01,,IC-EN-02928-01
835,IC-EN-01827-01,,IC-EN-02930-01
836,IC-EN-01828-01,,IC-EN-02936-01
837,IC-EN-01829-01,,IC-EN-02942-01
838,IC-EN-01830-01,,IC-EN-02950-01
839,IC-EN-01835-01,,IC-EN-02954-01
840,IC-EN-01837-01,,IC-EN-02960-01
841,IC-EN-01842-01,,IC-EN-02966-01
842,IC-EN-01844-01,,IC-EN-02970-01
843,IC-EN-01846-01,,IC-EN-02976-01
844,IC-EN-01847-01,,IC-EN-02977-01
845,IC-EN-01848-01,,IC-EN-02980-01
846,IC-EN-01849-01,,IC-EN-02981-01
847,IC-EN-01851-01,,IC-EN-02986-01
848,IC-EN-01855-01,,IC-EN-02988-01
849,IC-EN-01859-01,,IC-EN-03006-01
850,IC-EN-01861-01,,IC-EN-03007-01
851,IC-EN-01862-01,,IC-EN-03010-01
852,IC-EN-01863-01,,IC-EN-03016-01
853,IC-EN-01867-01,,IC-EN-03021-01
854,IC-EN-01870-01,,IC-EN-03023-01
855,IC-EN-01871-01,,IC-EN-03031-01
856,IC-EN-01872-01,,IC-EN-03032-01
857,IC-EN-01875-01,,IC-EN-03033-01
858,IC-EN-01877-01,,IC-EN-03035-01
859,IC-EN-01878-01,,IC-EN-03042-01
860,IC-EN-01880-01,,IC-EN-03045-01
861,IC-EN-01881-01,,IC-EN-03049-01
862,IC-EN-01884-01,,IC-EN-03050-01
863,IC-EN-01886-01,,IC-EN-03053-01
864,IC-EN-01887-01,,IC-EN-03057-01
865,IC-EN-01888-01,,IC-EN-03060-01
866,IC-EN-01889-01,,IC-EN-03062-01
867,IC-EN-01891-01,,IC-EN-03065-01
868,IC-EN-01892-01,,IC-EN-03068-01
869,IC-EN-01895-01,,IC-EN-03078-01
870,IC-EN-01899-01,,IC-EN-03088-01
871,IC-EN-01900-01,,IC-EN-03090-01
872,IC-EN-01901-01,,IC-EN-03092-01
873,IC-EN-01904-01,,IC-EN-03100-01
874,IC-EN-01907-01,,IC-EN-03102-01
875,IC-EN-01908-01,,IC-EN-03104-01
876,IC-EN-01910-01,,IC-EN-03106-01
877,IC-EN-01912-01,,IC-EN-03110-01
878,IC-EN-01913-01,,IC-EN-03115-01
879,IC-EN-01915-01,,IC-EN-03119-01
880,IC-EN-01916-01,,IC-EN-03122-01
881,IC-EN-01917-01,,IC-EN-03123-01
882,IC-EN-01918-01,,IC-EN-03127-01
883,IC-EN-01919-01,,IC-EN-03138-01
884,IC-EN-01925-01,,IC-EN-03140-01
885,IC-EN-01927-01,,IC-EN-03141-01
886,IC-EN-01928-01,,IC-EN-03147-01
887,IC-EN-01929-01,,IC-EN-03148-01
888,IC-EN-01932-01,,IC-EN-03155-01
889,IC-EN-01933-01,,IC-EN-03157-01
890,IC-EN-01937-01,,IC-EN-03158-01
891,IC-EN-01939-01,,IC-EN-03159-01
892,IC-EN-01943-01,,IC-EN-03165-01
893,IC-EN-01944-01,,IC-EN-03170-01
894,IC-EN-01947-01,,IC-EN-03171-01
895,IC-EN-01949-01,,IC-EN-03177-01
896,IC-EN-01952-01,,IC-EN-03182-01
897,IC-EN-01960-01,,IC-EN-03187-01
898,IC-EN-01961-01,,IC-EN-03189-01
899,IC-EN-01963-01,,IC-EN-03190-01
900,IC-EN-01964-01,,IC-EN-03192-01
901,IC-EN-01968-01,,IC-EN-03195-01
902,IC-EN-01969-01,,IC-EN-03199-01
903,IC-EN-01970-01,,IC-EN-03200-01
904,IC-EN-01972-01,,IC-EN-03208-01
905,IC-EN-01974-01,,IC-EN-03211-01
906,IC-EN-01976-01,,IC-EN-03217-01
907,IC-EN-01983-01,,IC-EN-03219-01
908,IC-EN-01984-01,,IC-EN-03220-01
909,IC-EN-01985-01,,IC-EN-03221-01
910,IC-EN-01986-01,,IC-EN-03222-01
911,IC-EN-01988-01,,
912,IC-EN-01989-01,,
913,IC-EN-01992-01,,
914,IC-EN-01993-01,,
915,IC-EN-02000-01,,
916,IC-EN-02003-01,,
917,IC-EN-02004-01,,
918,IC-EN-02005-01,,
919,IC-EN-02008-01,,
920,IC-EN-02011-01,,
921,IC-EN-02012-01,,
922,IC-EN-02017-01,,
