,train,val,test
659,IC-EN-02313-01,,
660,IC-EN-02314-01,,
661,IC-EN-02316-01,,
662,IC-EN-02320-01,,
663,IC-EN-02321-01,,
664,IC-EN-02324-01,,
665,IC-EN-02327-01,,
666,IC-EN-02331-01,,
667,IC-EN-02333-01,,
668,IC-EN-02335-01,,
669,IC-EN-02337-01,,
670,IC-EN-02339-01,,
671,IC-EN-02340-01,,
672,IC-EN-02341-01,,
673,IC-EN-02342-01,,
674,IC-EN-02348-01,,
675,IC-EN-02350-01,,
676,IC-EN-02356-01,,
677,IC-EN-02360-01,,
678,IC-EN-02363-01,,
679,IC-EN-02365-01,,
680,IC-EN-02600-01,,
681,IC-EN-02601-01,,
682,IC-EN-02602-01,,
683,IC-EN-02603-01,,
684,IC-EN-02606-01,,
685,IC-EN-02608-01,,
686,IC-EN-02610-01,,
687,IC-EN-02611-01,,
688,IC-EN-02612-01,,
689,IC-EN-02613-01,,
690,IC-EN-02615-01,,
691,IC-EN-02621-01,,
692,IC-EN-02623-01,,
693,IC-EN-02624-01,,
694,IC-EN-02625-01,,
695,IC-EN-02627-01,,
696,IC-EN-02631-01,,
697,IC-EN-02633-01,,
698,IC-EN-02635-01,,
699,IC-EN-02639-01,,
700,IC-EN-02640-01,,
701,IC-EN-02643-01,,
702,IC-EN-02644-01,,
703,IC-EN-02645-01,,
704,IC-EN-02647-01,,
705,IC-EN-02648-01,,
706,IC-EN-02649-01,,
707,IC-EN-02651-01,,
708,IC-EN-02658-01,,
709,IC-EN-02659-01,,
710,IC-EN-02660-01,,
711,IC-EN-02667-01,,
712,IC-EN-02668-01,,
713,IC-EN-02670-01,,
714,IC-EN-02676-01,,
715,IC-EN-02681-01,,
716,IC-EN-01475-01,,
717,IC-EN-01477-01,,
718,IC-EN-01478-01,,
719,IC-EN-01482-01,,
720,IC-EN-01484-01,,
721,IC-EN-01486-01,,
722,IC-EN-01490-01,,
723,IC-EN-01491-01,,
724,IC-EN-01493-01,,
725,IC-EN-01495-01,,
726,IC-EN-01500-01,,
727,IC-EN-01503-01,,
728,IC-EN-01506-01,,
729,IC-EN-01508-01,,
730,IC-EN-01509-01,,
731,IC-EN-01512-01,,
732,IC-EN-01514-01,,
733,IC-EN-01515-01,,
734,IC-EN-01519-01,,
735,IC-EN-01524-01,,
736,IC-EN-01526-01,,
737,IC-EN-01527-01,,
738,IC-EN-01528-01,,
739,IC-EN-01532-01,,
740,IC-EN-01533-01,,
741,IC-EN-01534-01,,
742,IC-EN-01535-01,,
743,IC-EN-01537-01,,
744,IC-EN-01539-01,,
745,IC-EN-01540-01,,
746,IC-EN-01542-01,,
747,IC-EN-01544-01,,
748,IC-EN-01547-01,,
749,IC-EN-01719-01,,
750,IC-EN-01721-01,,
751,IC-EN-01722-01,,
752,IC-EN-01723-01,,
753,IC-EN-01725-01,,
754,IC-EN-01726-01,,
755,IC-EN-01728-01,,
756,IC-EN-01730-01,,
757,IC-EN-01731-01,,
758,IC-EN-01733-01,,
759,IC-EN-01734-01,,
760,IC-EN-01735-01,,
761,IC-EN-01737-01,,
762,IC-EN-01739-01,,
763,IC-EN-01741-01,,
764,IC-EN-01749-01,,
765,IC-EN-01750-01,,
766,IC-EN-01751-01,,
767,IC-EN-01752-01,,
768,IC-EN-01754-01,,
769,IC-EN-01755-01,,
770,IC-EN-01756-01,,
771,IC-EN-01757-01,,
772,IC-EN-01762-01,,
773,IC-EN-01763-01,,
774,IC-EN-01766-01,,
775,IC-EN-01768-01,,
776,IC-EN-01770-01,,
777,IC-EN-01777-01,,
778,IC-EN-01780-01,,
779,IC-EN-01784-01,,
780,IC-EN-01786-01,,
781,IC-EN-01788-01,,
782,IC-EN-01792-01,,
783,IC-EN-01793-01,,
784,IC-EN-00504-01,,
785,IC-EN-00505-01,,
786,IC-EN-00508-01,,
787,IC-EN-00510-01,,
788,IC-EN-00512-01,,
789,IC-EN-00514-01,,
790,IC-EN-00515-01,,
791,IC-EN-00520-01,,
792,IC-EN-00522-01,,
793,IC-EN-00524-01,,
794,IC-EN-00527-01,,
795,IC-EN-00529-01,,
796,IC-EN-00531-01,,
797,IC-EN-00532-01,,
798,IC-EN-00534-01,,
799,IC-EN-00536-01,,
800,IC-EN-00537-01,,
801,IC-EN-00540-01,,
802,IC-EN-00541-01,,
803,IC-EN-00542-01,,
804,IC-EN-00544-01,,
805,IC-EN-00545-01,,
806,IC-EN-00546-01,,
807,IC-EN-00549-01,,
808,IC-EN-00551-01,,
809,IC-EN-00554-01,,
810,IC-EN-00557-01,,
811,IC-EN-00558-01,,
812,IC-EN-00560-01,,
813,IC-EN-00561-01,,
814,IC-EN-00564-01,,
815,IC-EN-00565-01,,
816,IC-EN-00574-01,,
817,IC-EN-00578-01,,
818,IC-EN-00580-01,,
819,IC-EN-00583-01,,
820,IC-EN-00586-01,,
821,IC-EN-00587-01,,
822,IC-EN-00907-01,,
823,IC-EN-00908-01,,
824,IC-EN-00911-01,,
825,IC-EN-00913-01,,
826,IC-EN-00917-01,,
827,IC-EN-00920-01,,
828,IC-EN-00926-01,,
829,IC-EN-00932-01,,
830,IC-EN-00933-01,,
831,IC-EN-00934-01,,
832,IC-EN-00935-01,,
833,IC-EN-00941-01,,
834,IC-EN-00943-01,,
835,IC-EN-00944-01,,
836,IC-EN-00945-01,,
837,IC-EN-00947-01,,
838,IC-EN-00948-01,,
839,IC-EN-00950-01,,
840,IC-EN-00951-01,,
841,IC-EN-00952-01,,
842,IC-EN-00954-01,,
843,IC-EN-00956-01,,
844,IC-EN-00960-01,,
845,IC-EN-00963-01,,
846,IC-EN-00964-01,,
847,IC-EN-00965-01,,
848,IC-EN-00969-01,,
849,IC-EN-00976-01,,
850,IC-EN-00977-01,,
851,IC-EN-00980-01,,
852,IC-EN-00981-01,,
853,IC-EN-00982-01,,
854,IC-EN-00986-01,,
855,IC-EN-00674-01,,
856,IC-EN-00675-01,,
857,IC-EN-00676-01,,
858,IC-EN-00677-01,,
859,IC-EN-00682-01,,
860,IC-EN-00688-01,,
861,IC-EN-00689-01,,
862,IC-EN-00692-01,,
863,IC-EN-00693-01,,
864,IC-EN-00694-01,,
865,IC-EN-00696-01,,
866,IC-EN-00699-01,,
867,IC-EN-00701-01,,
868,IC-EN-00702-01,,
869,IC-EN-00703-01,,
870,IC-EN-00704-01,,
871,IC-EN-00705-01,,
872,IC-EN-00706-01,,
873,IC-EN-00707-01,,
874,IC-EN-00708-01,,
875,IC-EN-00714-01,,
876,IC-EN-00715-01,,
877,IC-EN-00716-01,,
878,IC-EN-00717-01,,
879,IC-EN-00718-01,,
880,IC-EN-00721-01,,
881,IC-EN-00722-01,,
882,IC-EN-00729-01,,
883,IC-EN-00731-01,,
884,IC-EN-00735-01,,
885,IC-EN-00740-01,,
886,IC-EN-00743-01,,
887,IC-EN-01640-01,,
888,IC-EN-01644-01,,
889,IC-EN-01645-01,,
890,IC-EN-01646-01,,
891,IC-EN-01650-01,,
892,IC-EN-01651-01,,
893,IC-EN-01652-01,,
894,IC-EN-01653-01,,
895,IC-EN-01654-01,,
896,IC-EN-01657-01,,
897,IC-EN-01659-01,,
898,IC-EN-01665-01,,
899,IC-EN-01669-01,,
900,IC-EN-01672-01,,
901,IC-EN-01673-01,,
902,IC-EN-01674-01,,
903,IC-EN-01676-01,,
904,IC-EN-01677-01,,
905,IC-EN-01678-01,,
906,IC-EN-01679-01,,
907,IC-EN-01682-01,,
908,IC-EN-01684-01,,
909,IC-EN-01685-01,,
910,IC-EN-01686-01,,
911,IC-EN-01688-01,,
912,IC-EN-01690-01,,
913,IC-EN-01693-01,,
914,IC-EN-01694-01,,
915,IC-EN-01695-01,,
916,IC-EN-01696-01,,
917,IC-EN-01697-01,,
918,IC-EN-01699-01,,
919,IC-EN-01705-01,,
920,IC-EN-01706-01,,
921,IC-EN-01707-01,,
922,IC-EN-01709-01,,
923,IC-EN-01716-01,,
924,IC-EN-02763-01,,
925,IC-EN-02766-01,,
926,IC-EN-02769-01,,
927,IC-EN-02770-01,,
928,IC-EN-02771-01,,
929,IC-EN-02773-01,,
930,IC-EN-02774-01,,
931,IC-EN-02775-01,,
932,IC-EN-02778-01,,
933,IC-EN-02781-01,,
934,IC-EN-02783-01,,
935,IC-EN-02784-01,,
936,IC-EN-02785-01,,
937,IC-EN-02786-01,,
938,IC-EN-02787-01,,
939,IC-EN-02791-01,,
940,IC-EN-02792-01,,
941,IC-EN-02797-01,,
942,IC-EN-02798-01,,
943,IC-EN-02800-01,,
944,IC-EN-02802-01,,
945,IC-EN-02803-01,,
946,IC-EN-02805-01,,
947,IC-EN-02807-01,,
948,IC-EN-02810-01,,
949,IC-EN-02812-01,,
950,IC-EN-02818-01,,
951,IC-EN-02824-01,,
952,IC-EN-02825-01,,
953,IC-EN-02827-01,,
954,IC-EN-02829-01,,
955,IC-EN-02833-01,,
956,IC-EN-02834-01,,
957,IC-EN-02835-01,,
958,IC-EN-02836-01,,
959,IC-EN-00001-01,,
960,IC-EN-00003-01,,
961,IC-EN-00004-01,,
962,IC-EN-00009-01,,
963,IC-EN-00012-01,,
964,IC-EN-00013-01,,
965,IC-EN-00014-01,,
966,IC-EN-00017-01,,
967,IC-EN-00019-01,,
968,IC-EN-00020-01,,
969,IC-EN-00021-01,,
970,IC-EN-00025-01,,
971,IC-EN-00027-01,,
972,IC-EN-00029-01,,
973,IC-EN-00033-01,,
974,IC-EN-00035-01,,
975,IC-EN-02114-01,,
976,IC-EN-02115-01,,
977,IC-EN-02117-01,,
978,IC-EN-02118-01,,
979,IC-EN-02119-01,,
980,IC-EN-02121-01,,
981,IC-EN-02122-01,,
982,IC-EN-02126-01,,
983,IC-EN-02129-01,,
984,IC-EN-02131-01,,
985,IC-EN-02132-01,,
986,IC-EN-02134-01,,
987,IC-EN-02138-01,,
988,IC-EN-02141-01,,
989,IC-EN-02142-01,,
990,IC-EN-02144-01,,
991,IC-EN-02146-01,,
992,IC-EN-02154-01,,
993,IC-EN-02159-01,,
994,IC-EN-02160-01,,
995,IC-EN-02161-01,,
996,IC-EN-02164-01,,
997,IC-EN-02166-01,,
998,IC-EN-02167-01,,
999,IC-EN-02168-01,,
1000,IC-EN-02170-01,,
1001,IC-EN-02171-01,,
1002,IC-EN-02173-01,,
1003,IC-EN-02174-01,,
1004,IC-EN-02177-01,,
1005,IC-EN-02183-01,,
1006,IC-EN-02185-01,,
1007,IC-EN-02187-01,,
1008,IC-EN-02188-01,,
1009,IC-EN-02189-01,,
1010,IC-EN-02190-01,,
1011,IC-EN-02191-01,,
1012,IC-EN-01803-01,,
1013,IC-EN-01804-01,,
1014,IC-EN-01805-01,,
1015,IC-EN-01806-01,,
1016,IC-EN-01808-01,,
1017,IC-EN-01809-01,,
1018,IC-EN-01810-01,,
1019,IC-EN-01811-01,,
1020,IC-EN-01818-01,,
1021,IC-EN-01820-01,,
1022,IC-EN-01821-01,,
1023,IC-EN-01823-01,,
1024,IC-EN-01827-01,,
1025,IC-EN-01829-01,,
1026,IC-EN-01830-01,,
1027,IC-EN-01835-01,,
1028,IC-EN-01837-01,,
1029,IC-EN-01838-01,,
1030,IC-EN-01839-01,,
1031,IC-EN-01842-01,,
1032,IC-EN-01844-01,,
1033,IC-EN-01848-01,,
1034,IC-EN-01855-01,,
1035,IC-EN-01858-01,,
1036,IC-EN-01859-01,,
1037,IC-EN-01860-01,,
1038,IC-EN-01861-01,,
1039,IC-EN-01871-01,,
1040,IC-EN-01872-01,,
1041,IC-EN-01875-01,,
1042,IC-EN-01877-01,,
1043,IC-EN-01878-01,,
1044,IC-EN-02193-01,,
1045,IC-EN-02194-01,,
1046,IC-EN-02195-01,,
1047,IC-EN-02196-01,,
1048,IC-EN-02198-01,,
1049,IC-EN-02207-01,,
1050,IC-EN-02209-01,,
1051,IC-EN-02211-01,,
1052,IC-EN-02212-01,,
1053,IC-EN-02217-01,,
1054,IC-EN-02219-01,,
1055,IC-EN-02221-01,,
1056,IC-EN-02222-01,,
1057,IC-EN-02225-01,,
1058,IC-EN-02228-01,,
1059,IC-EN-02231-01,,
1060,IC-EN-02234-01,,
1061,IC-EN-02240-01,,
1062,IC-EN-02242-01,,
1063,IC-EN-02246-01,,
1064,IC-EN-02248-01,,
1065,IC-EN-02251-01,,
1066,IC-EN-02252-01,,
1067,IC-EN-02254-01,,
1068,IC-EN-02257-01,,
1069,IC-EN-02259-01,,
1070,IC-EN-02262-01,,
1071,IC-EN-02263-01,,
1072,IC-EN-02264-01,,
1073,IC-EN-02265-01,,
1074,IC-EN-02271-01,,
1075,IC-EN-02272-01,,
1076,IC-EN-02273-01,,
1077,IC-EN-02275-01,,
1078,IC-EN-02276-01,,
1079,IC-EN-02280-01,,
1080,IC-EN-02281-01,,
1081,IC-EN-02283-01,,
1082,IC-EN-00426-01,,
1083,IC-EN-00427-01,,
1084,IC-EN-00428-01,,
1085,IC-EN-00433-01,,
1086,IC-EN-00434-01,,
1087,IC-EN-00435-01,,
1088,IC-EN-00438-01,,
1089,IC-EN-00439-01,,
1090,IC-EN-00440-01,,
1091,IC-EN-00442-01,,
1092,IC-EN-00444-01,,
1093,IC-EN-00445-01,,
1094,IC-EN-00448-01,,
1095,IC-EN-00449-01,,
1096,IC-EN-00451-01,,
1097,IC-EN-00452-01,,
1098,IC-EN-00455-01,,
1099,IC-EN-00459-01,,
1100,IC-EN-00460-01,,
1101,IC-EN-00466-01,,
1102,IC-EN-00471-01,,
1103,IC-EN-00473-01,,
1104,IC-EN-00475-01,,
1105,IC-EN-00477-01,,
1106,IC-EN-00478-01,,
1107,IC-EN-00479-01,,
1108,IC-EN-00480-01,,
1109,IC-EN-00481-01,,
1110,IC-EN-00482-01,,
1111,IC-EN-00483-01,,
1112,IC-EN-00485-01,,
1113,IC-EN-00486-01,,
1114,IC-EN-00487-01,,
1115,IC-EN-00489-01,,
1116,IC-EN-00492-01,,
1117,IC-EN-00495-01,,
1118,IC-EN-00496-01,,
1119,IC-EN-00498-01,,
1120,IC-EN-00500-01,,
1121,IC-EN-00115-01,,
1122,IC-EN-00116-01,,
1123,IC-EN-00118-01,,
1124,IC-EN-00121-01,,
1125,IC-EN-00123-01,,
1126,IC-EN-00126-01,,
1127,IC-EN-00130-01,,
1128,IC-EN-00131-01,,
1129,IC-EN-00132-01,,
1130,IC-EN-00133-01,,
1131,IC-EN-00134-01,,
1132,IC-EN-00136-01,,
1133,IC-EN-00137-01,,
1134,IC-EN-00138-01,,
1135,IC-EN-00139-01,,
1136,IC-EN-00141-01,,
1137,IC-EN-00143-01,,
1138,IC-EN-00151-01,,
1139,IC-EN-00157-01,,
1140,IC-EN-00159-01,,
1141,IC-EN-00160-01,,
1142,IC-EN-00161-01,,
1143,IC-EN-00162-01,,
1144,IC-EN-00163-01,,
1145,IC-EN-00166-01,,
1146,IC-EN-00167-01,,
1147,IC-EN-00172-01,,
1148,IC-EN-00173-01,,
1149,IC-EN-00174-01,,
1150,IC-EN-00177-01,,
1151,IC-EN-00178-01,,
1152,IC-EN-00180-01,,
1153,IC-EN-00181-01,,
1154,IC-EN-00183-01,,
1155,IC-EN-00184-01,,
1156,IC-EN-00185-01,,
1157,IC-EN-00190-01,,
1158,IC-EN-00191-01,,
1159,IC-EN-00196-01,,
1160,IC-EN-00200-01,,
1161,IC-EN-00204-01,,
1162,IC-EN-00205-01,,
1163,IC-EN-00207-01,,
1164,IC-EN-00209-01,,
1165,IC-EN-00211-01,,
1166,IC-EN-00212-01,,
1167,IC-EN-00214-01,,
1168,IC-EN-00215-01,,
1169,IC-EN-00216-01,,
1170,IC-EN-00218-01,,
1171,IC-EN-00219-01,,
1172,IC-EN-00223-01,,
1173,IC-EN-00226-01,,
1174,IC-EN-00230-01,,
1175,IC-EN-00231-01,,
1176,IC-EN-00235-01,,
1177,IC-EN-00236-01,,
1178,IC-EN-00238-01,,
1179,IC-EN-00240-01,,
1180,IC-EN-00241-01,,
1181,IC-EN-00243-01,,
1182,IC-EN-00245-01,,
1183,IC-EN-00246-01,,
1184,IC-EN-00248-01,,
1185,IC-EN-00249-01,,
1186,IC-EN-00253-01,,
1187,IC-EN-00259-01,,
1188,IC-EN-00260-01,,
1189,IC-EN-00261-01,,
1190,IC-EN-00263-01,,
1191,IC-EN-00264-01,,
1192,IC-EN-00265-01,,
1193,IC-EN-00266-01,,
1194,IC-EN-00271-01,,
1195,IC-EN-01880-01,,
1196,IC-EN-01887-01,,
1197,IC-EN-01889-01,,
1198,IC-EN-01891-01,,
1199,IC-EN-01894-01,,
1200,IC-EN-01895-01,,
1201,IC-EN-01896-01,,
1202,IC-EN-01899-01,,
1203,IC-EN-01900-01,,
1204,IC-EN-01901-01,,
1205,IC-EN-01904-01,,
1206,IC-EN-01905-01,,
1207,IC-EN-01906-01,,
1208,IC-EN-01907-01,,
1209,IC-EN-01908-01,,
1210,IC-EN-01909-01,,
1211,IC-EN-01910-01,,
1212,IC-EN-01912-01,,
1213,IC-EN-01913-01,,
1214,IC-EN-01915-01,,
1215,IC-EN-01917-01,,
1216,IC-EN-01918-01,,
1217,IC-EN-01919-01,,
1218,IC-EN-01920-01,,
1219,IC-EN-01921-01,,
1220,IC-EN-01925-01,,
1221,IC-EN-01927-01,,
1222,IC-EN-01928-01,,
1223,IC-EN-01929-01,,
1224,IC-EN-01930-01,,
1225,IC-EN-01932-01,,
1226,IC-EN-01934-01,,
1227,IC-EN-01937-01,,
1228,IC-EN-01943-01,,
1229,IC-EN-01944-01,,
1230,IC-EN-01952-01,,
